(title "Pressure Coefficient")
(labels "Position" "Pressure Coefficient")

((xy/key/label "airfoil-wall")
0.0517927	-0.0558456
0.0506663	-0.0667252
0.0495391	-0.076949
0.048411	-0.0865959
0.047282	-0.0958805
0.0461523	-0.105422
0.0450217	-0.116753
0.0438903	-0.131864
0.0427581	-0.149126
0.0416251	-0.163513
0.0404913	-0.173098
0.0393568	-0.180251
0.0382214	-0.187079
0.0370852	-0.193833
0.0359483	-0.200569
0.0348105	-0.207335
0.0336719	-0.214081
0.0325325	-0.220763
0.0313923	-0.227336
0.0302513	-0.233743
0.0291095	-0.239914
0.0279669	-0.245772
0.0268236	-0.251238
0.0256795	-0.256213
0.0245347	-0.26057
0.0233893	-0.264198
0.0222434	-0.266925
0.021097	-0.268619
0.0199502	-0.269027
0.0188033	-0.267813
0.0176564	-0.264807
0.0165098	-0.259659
0.0153637	-0.251875
0.0142186	-0.240927
0.013075	-0.226144
0.0119336	-0.206719
0.0107951	-0.181511
0.00966069	-0.149336
0.00853187	-0.106817
0.00741069	-0.0537624
0.0063	0.009614
0.00555459	0.064246
0.00490337	0.123642
0.00433877	0.182952
0.00385643	0.241132
0.00346444	0.295326
0.0031244	0.348224
0.00283109	0.398595
0.00258272	0.445232
0.00237905	0.48663
0.00220173	0.525152
0.00204626	0.560916
0.00190879	0.594079
0.00177764	0.627295
0.00164933	0.661165
0.00152342	0.695698
0.00139984	0.730839
0.00127919	0.766231
0.00116155	0.801574
0.00104717	0.836526
0.000936354	0.870366
0.000829454	0.902654
0.000726745	0.93201
0.000628633	0.958022
0.000535789	0.978145
0.000448536	0.991964
0.00036757	0.99915
0.000293469	0.995168
0.000226659	0.980841
0.0001676	0.953056
0.000116903	0.910293
7.50561e-05	0.853069
4.22634e-05	0.779817
4.22634e-05	0.779817
1.87657e-05	0.691617
4.68592e-06	0.589083
0	0.473442
4.67004e-06	0.346207
1.87236e-05	0.209036
4.22021e-05	0.0650046
7.49773e-05	-0.0820014
0.000116808	-0.22839
0.000167481	-0.371165
0.000226505	-0.507489
0.000293264	-0.635244
0.000367312	-0.7531
0.000448239	-0.860476
0.000535463	-0.957173
0.000628272	-1.04296
0.000726324	-1.11866
0.000828997	-1.18505
0.000935887	-1.24286
0.0010467	-1.2929
0.00116107	-1.33591
0.0012787	-1.37265
0.00139933	-1.40387
0.00152282	-1.4303
0.00164871	-1.45251
0.00177707	-1.47114
0.00190833	-1.48696
0.00204581	-1.50055
0.00220124	-1.51212
0.00237847	-1.52167
0.00258206	-1.52927
0.00283033	-1.53367
0.00312352	-1.53374
0.00346343	-1.53008
0.00385527	-1.52186
0.00433743	-1.50632
0.00490182	-1.484
0.00555334	-1.45954
0.0063	-1.42806
0.00741069	-1.36893
0.00853187	-1.3137
0.00966069	-1.2639
0.0107951	-1.21446
0.0119336	-1.16768
0.013075	-1.12389
0.0142186	-1.08344
0.0153637	-1.0469
0.0165098	-1.01486
0.0176564	-0.984603
0.0188033	-0.958524
0.0199502	-0.929689
0.021097	-0.877249
0.0222434	-0.804709
0.0233893	-0.738584
0.0245347	-0.687924
0.0256795	-0.646469
0.0268236	-0.610144
0.0279669	-0.576281
0.0291095	-0.543968
0.0302513	-0.512573
0.0313923	-0.481896
0.0325325	-0.451778
0.0336719	-0.422146
0.0348105	-0.392942
0.0359483	-0.364137
0.0370852	-0.335687
0.0382214	-0.307586
0.0393568	-0.279802
0.0404913	-0.252311
0.0416251	-0.225135
0.0427581	-0.198282
0.0438903	-0.171791
0.0450217	-0.145725
0.0461523	-0.120183
0.047282	-0.0952759
0.048411	-0.0711436
0.0495391	-0.0479677
0.0506663	-0.0259058
0.0517927	-0.00515834
0.0529181	0.0141664
0.0540426	0.0319109
0.0551662	0.0481094
0.0562887	0.062688
0.0574102	0.0758653
0.0585306	0.0876363
0.0596498	0.0983325
0.0607679	0.107983
0.0618846	0.117049
0.063	0.110843
0.063	0.110843
0.0618846	0.0895822
0.0607679	0.0682401
0.0596498	0.0476225
0.0585306	0.0290193
0.0574102	0.0118631
0.0562887	-0.00385411
0.0551662	-0.0183515
0.0540426	-0.0317555
0.0529181	-0.0442222
0.0517927	-0.0558456
