(title "Pressure Coefficient")
(labels "Position" "Pressure Coefficient")

((xy/key/label "airfoil-wall")
0.047282	-0.110906
0.0467171	-0.120295
0.0461523	-0.12961
0.045587	-0.138796
0.0450217	-0.147877
0.044456	-0.156909
0.0438903	-0.165881
0.0433242	-0.174783
0.0427581	-0.183617
0.0421916	-0.192382
0.0416251	-0.201081
0.0410582	-0.2098
0.0404913	-0.218554
0.0399241	-0.227304
0.0393568	-0.236065
0.0387891	-0.244999
0.0382214	-0.254192
0.0376533	-0.263721
0.0370852	-0.273952
0.0365167	-0.28499
0.0359483	-0.298511
0.0348105	-0.334678
0.0336719	-0.368386
0.0325325	-0.389722
0.0313923	-0.405122
0.0302513	-0.419519
0.0291095	-0.434138
0.0279669	-0.449233
0.0268236	-0.46494
0.0256795	-0.481245
0.0245347	-0.498056
0.0233893	-0.515349
0.0222434	-0.532892
0.021097	-0.55094
0.0199502	-0.568301
0.0193768	-0.577123
0.0188033	-0.58586
0.0182299	-0.594667
0.0176564	-0.603271
0.0170831	-0.611697
0.0165098	-0.619781
0.0159367	-0.627873
0.0153637	-0.635499
0.0147912	-0.643016
0.0142186	-0.649852
0.0136468	-0.656715
0.013075	-0.662365
0.0125043	-0.668252
0.0119336	-0.672519
0.0113643	-0.677148
0.0107951	-0.679591
0.0102279	-0.682357
0.00966069	-0.682635
0.00909628	-0.682872
0.00853187	-0.679949
0.00797128	-0.676543
0.00741069	-0.669251
0.00685534	-0.659537
0.0063	-0.649288
0.0059273	-0.639088
0.00555459	-0.627071
0.00522898	-0.614403
0.00490337	-0.59955
0.00462107	-0.584314
0.00433877	-0.567294
0.0040976	-0.550527
0.00385643	-0.532388
0.00366044	-0.51536
0.00346444	-0.49682
0.00329442	-0.478624
0.0031244	-0.459047
0.00297775	-0.440347
0.00283109	-0.420419
0.00270691	-0.401961
0.00258272	-0.382585
0.00248088	-0.365134
0.00237905	-0.34664
0.00229039	-0.329446
0.00220173	-0.311399
0.00212399	-0.29465
0.00204626	-0.277149
0.00197753	-0.260667
0.00190879	-0.243388
0.00184322	-0.226164
0.00177764	-0.208213
0.00171349	-0.189616
0.00164933	-0.17027
0.00158638	-0.150353
0.00152342	-0.129666
0.00146163	-0.108198
0.00139984	-0.0858531
0.00133952	-0.0625765
0.00127919	-0.0383336
0.00122037	-0.0135018
0.00116155	0.0122233
0.00110436	0.0390803
0.00104717	0.0670956
0.000991764	0.0957606
0.000936354	0.125342
0.000882904	0.155877
0.000829454	0.187425
0.000778099	0.220066
0.000726745	0.253944
0.000677689	0.28821
0.000628633	0.323132
0.000582211	0.359103
0.000535789	0.396291
0.000492162	0.433527
0.000448536	0.470989
0.000408053	0.509226
0.00036757	0.54815
0.000330519	0.586433
0.000293469	0.62412
0.000260064	0.661836
0.000226659	0.699407
0.00019713	0.735559
0.0001676	0.770517
0.000142251	0.804188
0.000116903	0.836385
9.59794e-05	0.866184
7.50561e-05	0.892974
5.86597e-05	0.917292
4.22634e-05	0.940802
3.05145e-05	0.961217
1.87657e-05	0.973166
4.68592e-06	0.991877
0	1.00057
4.67004e-06	0.991838
1.87236e-05	0.973097
3.04628e-05	0.961167
4.22021e-05	0.940801
5.85897e-05	0.917298
7.49773e-05	0.892993
9.58926e-05	0.866229
0.000116808	0.836482
0.0450217	-0.147899
0.044456	-0.156932
0.0438903	-0.165904
0.0433242	-0.174806
0.0427581	-0.18364
0.0421916	-0.192405
0.0416251	-0.201103
0.0410582	-0.209823
0.0404913	-0.218577
0.0399241	-0.227326
0.0393568	-0.236086
0.0387891	-0.245018
0.0382214	-0.254209
0.0376533	-0.263735
0.0370852	-0.273961
0.0365167	-0.284992
0.0359483	-0.298496
0.0348105	-0.334641
0.0336719	-0.368375
0.0325325	-0.38974
0.0313923	-0.405149
0.0302513	-0.419548
0.0291095	-0.434167
0.0279669	-0.449262
0.0268236	-0.464969
0.0256795	-0.481274
0.0245347	-0.498084
0.0233893	-0.515378
0.0222434	-0.532921
0.021097	-0.550969
0.0199502	-0.56833
0.0193768	-0.577152
0.0188033	-0.58589
0.0182299	-0.594697
0.0176564	-0.6033
0.0170831	-0.611727
0.0165098	-0.619811
0.0159367	-0.627903
0.0153637	-0.63553
0.0147912	-0.643047
0.0142186	-0.649883
0.0136468	-0.656747
0.013075	-0.662398
0.0125043	-0.668285
0.0119336	-0.672552
0.0113643	-0.677182
0.0107951	-0.679626
0.0102279	-0.682392
0.00966069	-0.682671
0.00909628	-0.682909
0.00853187	-0.679987
0.00797128	-0.676583
0.00741069	-0.669293
0.00685534	-0.659588
0.0063	-0.649321
0.00592667	-0.639097
0.00555334	-0.627063
0.00522758	-0.614381
0.00490182	-0.59952
0.00461963	-0.58428
0.00433743	-0.567257
0.00409635	-0.550485
0.00385527	-0.532343
0.00365935	-0.515313
0.00346343	-0.496771
0.00329348	-0.478573
0.00312352	-0.458996
0.00297693	-0.440294
0.00283033	-0.420366
0.0027062	-0.401909
0.00258206	-0.382535
0.00248027	-0.365085
0.00237847	-0.346592
0.00228985	-0.329401
0.00220124	-0.311356
0.00212352	-0.294601
0.00204581	-0.277098
0.00197707	-0.260621
0.00190833	-0.243331
0.0018427	-0.226037
0.00177707	-0.208046
0.00171289	-0.189557
0.00164871	-0.170294
0.00158576	-0.150226
0.00152282	-0.129388
0.00146108	-0.107993
0.00139933	-0.0857269
0.00133902	-0.0624279
0.0012787	-0.0381635
0.00121989	-0.0133324
0.00116107	0.0123728
0.00110388	0.0392436
0.0010467	0.0672909
0.000991293	0.0959699
0.000935887	0.125568
0.000882442	0.156117
0.000828997	0.187677
0.000777661	0.220333
0.000726324	0.254212
0.000677298	0.288461
0.000628272	0.323381
0.000581867	0.35937
0.000535463	0.396557
0.000491851	0.433783
0.000448239	0.471248
0.000407776	0.509497
0.000367312	0.548409
0.000330288	0.58666
0.000293264	0.624328
0.000259884	0.662041
0.000226505	0.699595
0.000196993	0.735712
0.000167481	0.770621
0.000142145	0.804295
0.000116808	0.836482
0.063	0.174928
0.0618846	0.167374
0.0607679	0.149431
0.0596498	0.12792
0.0585306	0.105232
0.0574102	0.0819352
0.0562887	0.0585136
0.0551662	0.0353743
0.0540426	0.0126245
0.0529181	-0.00955866
0.0517927	-0.0308063
0.0506663	-0.0518365
0.0495391	-0.0720925
0.048975	-0.0819301
0.048411	-0.0917448
0.0478465	-0.101389
0.047282	-0.110928
0.0467171	-0.120318
0.0461523	-0.129633
0.045587	-0.138819
0.0450217	-0.147899
0.063	0.174928
0.0618846	0.167379
0.0607679	0.149439
0.0596498	0.127932
0.0585306	0.105246
0.0574102	0.0819521
0.0562887	0.0585348
0.0551662	0.0354008
0.0540426	0.0126488
0.0529181	-0.00952982
0.0517927	-0.0307768
0.0506663	-0.0518149
0.0495391	-0.0720705
0.048975	-0.0819079
0.048411	-0.0917225
0.0478465	-0.101367
0.047282	-0.110906

